,Property,Thing,Action,max_abs_coefficient
human_sq,-0.0380936461185141,0.1000952952799091,-0.0051011082042246,0.1000952952799091
landmark_x_cognition,-0.0996096043792019,0.0082766051843289,0.0199493033398458,0.0996096043792019
fast_x_landmark,-0.0158718428090668,0.0,0.0995291623504245,0.0995291623504245
toward_x_drive,0.09708325178418,-0.0084134707275896,-0.0445327540509411,0.09708325178418
slow_x_practice,0.0,-0.0365707748871696,0.0929821025292717,0.0929821025292717
path_x_social,0.0,-0.0140402722279184,0.0925406697683073,0.0925406697683073
toward_x_human,0.0394451370183299,-0.092468482864065,0.0,0.092468482864065
body_x_caused,0.0922628465132386,-0.0590242912377989,0.0,0.0922628465132386
motion_x_human,-0.0501747528483634,0.090454038380968,0.0,0.090454038380968
motion_x_body,-0.0217793882637448,0.0874196399247877,-0.015528701209873,0.0874196399247877
duration_x_self,0.0,-0.0169020422597789,0.085969490905543,0.085969490905543
touch_x_human,0.0,-0.0856366180305425,0.0461692788911935,0.0856366180305425
consequential_x_human,-0.0841347680446411,0.0,0.0532200781332013,0.0841347680446411
short_x_caused,-0.084004659668761,0.0,0.010172389070745,0.084004659668761
landmark_x_path,0.0,-0.0509215097132968,0.0837749517710064,0.0837749517710064
body_x_lowerlimb,0.0095493728078574,0.0332554442303381,-0.0836951431400421,0.0836951431400421
practice_sq,-0.0174413868246027,-0.0171084391789798,0.0821973650744553,0.0821973650744553
small_x_short,0.0811913161350124,-0.0111567837243041,-0.0097614993175434,0.0811913161350124
temperature_x_human,0.0,-0.0407432076509653,0.0810914881232029,0.0810914881232029
scene_x_short,-0.0085249117423199,0.078421649901653,-0.0064208286209712,0.078421649901653
practice_x_communication,-0.0412822233357113,0.0783441290288484,-0.0008766281583627,0.0783441290288484
slow_x_cognition,0.0781352444531987,-0.0650291567256908,0.0,0.0781352444531987
self_x_arousal,0.0778357118353484,-0.0538846909280986,0.0,0.0778357118353484
path_x_duration,0.0163344055304089,-0.0777954898341751,0.0,0.0777954898341751
human_x_arousal,0.0022130567503488,-0.0746426039657551,0.0393785063733666,0.0746426039657551
near_x_attention,-0.0742970585072922,0.0435056078887927,0.0,0.0742970585072922
touch_x_self,0.0342644625199699,-0.0741825466672885,0.0,0.0741825466672885
biomotion_x_time,0.0070368566686796,0.0230283820964116,-0.0738713745086822,0.0738713745086822
away_x_human,-0.0016281408106632,-3.3659016575587113e-08,0.0737075798438666,0.0737075798438666
caused_x_human,-0.0489784717697923,0.0,0.07139921035183,0.07139921035183
body_x_self,0.0,0.0692496070838997,-0.0297727289205525,0.0692496070838997
path_sq,0.0,-0.0691748531301272,0.0492856675185803,0.0691748531301272
landmark_x_human,-0.0102846193134294,-0.0177095164244477,0.0691185097178726,0.0691185097178726
color,0.0690757239018101,-0.0654536631833869,0.0,0.0690757239018101
body_x_path,0.0,-0.0549527006131575,0.0675795796341408,0.0675795796341408
practice_x_surprised,-0.0668541501001186,0.0561848263034447,0.0,0.0668541501001186
landmark_x_short,-0.0286231526861865,0.0,0.0662669205299292,0.0662669205299292
texture_x_human,0.0,-0.0650282456242839,0.0522917388581953,0.0650282456242839
human_x_attention,0.0029416176398113,-0.0649630671606188,0.0224992720531734,0.0649630671606188
head_x_path,-0.0473963559946886,0.0624594589252096,0.000107321324581,0.0624594589252096
near_x_short,-0.0076454647643848,0.0,0.0623463632121927,0.0623463632121927
slow_x_self,0.0,-0.0580907566604251,0.0550015886682294,0.0580907566604251
color_x_complexity,0.0577985497618271,0.0,-0.0154688149449262,0.0577985497618271
fast_x_communication,-0.0576756799680337,0.0228378222262927,0.0,0.0576756799680337
near_x_arousal,-0.0572646578093172,0.0,0.0,0.0572646578093172
biomotion_x_cognition,0.0564934416957687,0.0,-0.0303406710114709,0.0564934416957687
long_x_human,-0.0562016349327474,0.012944174655229,0.0,0.0562016349327474
lowerlimb_x_short,0.0,-0.0552346641906687,0.033155110157926,0.0552346641906687
texture_x_weight,-0.0546378930440947,0.0061829466844471,0.0,0.0546378930440947
slow_x_benefit,-0.0543647128012836,0.0,0.0,0.0543647128012836
human_x_benefit,0.0174655915477797,0.0038886693398146,-0.0534821886315977,0.0534821886315977
pattern_x_shape,-0.0523163034906043,0.0015982458775876,0.0,0.0523163034906043
self_sq,0.0,-0.0093392707915977,0.050867493812415,0.050867493812415
toward_x_duration,0.0497209081348575,-0.0163857085434363,0.0,0.0497209081348575
body,0.0495199150742059,0.0,-0.0111624373257266,0.0495199150742059
body_x_pleasant,0.0,0.0396840045076278,-0.0494383700158279,0.0494383700158279
upperlimb_x_caused,0.0,0.0485421380142009,-0.0318262405982057,0.0485421380142009
upperlimb_x_consequential,0.0,0.014484248853221,-0.0475913779950367,0.0475913779950367
biomotion_x_self,0.0,0.0470502633047785,-0.0227490245578219,0.0470502633047785
path_x_toward,0.0030092758249068,-0.0449479870520547,0.0014025961253719,0.0449479870520547
path_x_arousal,0.0,-0.0447184886047667,0.039335918057825,0.0447184886047667
practice_x_angry,-0.0446519019197021,-0.0158345792482188,0.0154982400188434,0.0446519019197021
away_x_duration,0.0,0.0422613075237291,0.0,0.0422613075237291
short_x_needs,-0.0402768410058669,0.0330801632564677,0.0,0.0402768410058669
touch_x_drive,0.0,-0.0398331708797478,0.0,0.0398331708797478
practice_x_consequential,-0.0019437253177141,0.0,0.0387069065032712,0.0387069065032712
human_x_cognition,0.0382877708140805,0.0,-0.0210209138989191,0.0382877708140805
slow_x_duration,0.0,-0.0150504626760179,0.0373177394955499,0.0373177394955499
duration_x_human,-0.0091531014721535,0.0,0.036380899329355,0.036380899329355
motion_x_self,-0.0149062680030762,0.0346720133912179,0.0,0.0346720133912179
texture_x_short,-0.0342214448286459,0.0,0.0182490588718197,0.0342214448286459
away_x_self,0.0,-0.0341881523649117,0.032445710556236,0.0341881523649117
fast_x_short,0.0,0.0281307515672345,-0.0339156230327039,0.0339156230327039
shape_x_complexity,0.0,0.0233791436967647,-0.033839127897885,0.033839127897885
texture_sq,-0.0337988946025819,0.0,0.0,0.0337988946025819
slow_x_consequential,-0.0291229323098976,-0.0335750084297576,0.0223534634245406,0.0335750084297576
away_x_drive,-0.0333285577029604,0.0,0.0,0.0333285577029604
practice_x_social,0.0,0.0333201797998193,-0.0303296090582699,0.0333201797998193
slow_x_social,0.0,0.0215531460263337,-0.0330212860263528,0.0330212860263528
biomotion_x_practice,0.0,-0.032621660652812,0.0151031514313011,0.032621660652812
practice_x_toward,-0.0314710414982414,0.0,0.0,0.0314710414982414
duration_x_short,0.0313668893608733,0.0,-0.0212913283551314,0.0313668893608733
toward_x_self,0.0312483291135744,-0.028371825925001,0.0,0.0312483291135744
upperlimb_x_short,0.0,0.0235132185015311,-0.0311394252260296,0.0311394252260296
fast_x_duration,0.0,0.030819959928692,-0.0282985432517029,0.030819959928692
lowerlimb_x_self,0.0,0.0155118452057998,-0.0304828994980336,0.0304828994980336
away_x_short,-0.006196066925709,0.0301038704617934,0.0,0.0301038704617934
face_x_short,-0.0297560594901904,0.0023730325216606,0.0,0.0297560594901904
near_x_cognition,0.0,0.0289179147406965,-0.0164257138943147,0.0289179147406965
motion_x_consequential,0.0,0.0287936504508637,-0.0067210627346903,0.0287936504508637
landmark_x_away,0.0,-0.009302307203114,0.027518247740964,0.027518247740964
path_x_self,0.0,-0.0273331763094809,0.0157200638847546,0.0273331763094809
slow_x_path,0.0,-0.0259968553552734,0.0078524869878595,0.0259968553552734
communication_x_self,0.0,0.0257193649217791,-0.0062648026476119,0.0257193649217791
toward_x_consequential,0.0209537800541733,-0.0256759082602421,0.0,0.0256759082602421
vision_x_color,0.025448446888902,-0.0138059310684364,0.0,0.025448446888902
path_x_communication,0.0,-0.011828068751862,0.025003125876129,0.025003125876129
path_x_time,0.0,0.022767333525171,-0.0233609503112485,0.0233609503112485
shape_x_weight,0.02219361944429,-0.0210615741537331,0.0,0.02219361944429
small_x_duration,0.0163688156615931,0.0,-0.0208316935890047,0.0208316935890047
body_x_near,-0.0001011727720888,0.020823051318085,0.0,0.020823051318085
slow_x_communication,0.0,0.0207208335110898,-0.0067042299683361,0.0207208335110898
motion_x_practice,-0.0205759764378994,0.0130295334900287,0.0,0.0205759764378994
fast_x_upperlimb,0.0,0.0202007123256872,-0.0200666049685085,0.0202007123256872
path_x_long,-0.0200984199959804,0.0004086062885387,0.0,0.0200984199959804
biomotion_x_near,-0.015740424518807,0.0193627322534349,0.0,0.0193627322534349
biomotion_x_communication,-0.0179896513823448,0.0193013266999835,0.0,0.0193013266999835
upperlimb_x_self,0.0,0.0,-0.018245560983196,0.018245560983196
short_x_pleasant,0.0,0.0177741939233551,-0.0007131841850454,0.0177741939233551
motion_x_short,0.0,0.0174023840494873,-0.0063880445401102,0.0174023840494873
body_x_long,0.0170009802584057,0.0,0.0,0.0170009802584057
vision_x_shape,0.0,0.0,-0.016526266668576,0.016526266668576
away_x_arousal,-0.0165144688700131,0.0103382733380009,0.0,0.0165144688700131
slow_x_near,-0.0162916665429836,0.0,0.0,0.0162916665429836
lowerlimb_x_caused,0.0155988432227245,-0.0096655829714815,0.0,0.0155988432227245
self_x_needs,-0.0150247436485138,0.0017844217524506,0.0,0.0150247436485138
practice_x_away,0.0,0.0,0.0149811452253706,0.0149811452253706
body_x_communication,-0.0140110564620644,0.0148480457681455,0.0,0.0148480457681455
self_x_benefit,0.0142325709476381,0.0,-0.0132916748807404,0.0142325709476381
self,0.0,-0.0141949417080063,0.0,0.0141949417080063
near_x_drive,0.0,0.0137401220189343,0.0,0.0137401220189343
fast_x_cognition,0.0,-0.0135717755500996,0.0063423016067818,0.0135717755500996
path_x_needs,0.0,0.0133521216522766,-0.0032259005621833,0.0133521216522766
practice_x_path,0.0,-0.0131052677166817,0.0,0.0131052677166817
small_x_path,0.0,-0.0117680576987337,0.0,0.0117680576987337
upperlimb_x_path,0.0,-0.0117551100747459,0.0,0.0117551100747459
shape_x_touch,-0.0115916817469987,0.0,0.0,0.0115916817469987
near_x_self,-0.0106005387880867,0.0,0.0,0.0106005387880867
away_x_cognition,0.0,0.0,0.0100191765938605,0.0100191765938605
slow_x_human,-0.0083994294712559,0.0,0.0,0.0083994294712559
biomotion_x_arousal,0.0,-0.0082806415861515,0.0,0.0082806415861515
toward_x_benefit,0.0003473887890135,0.0,-0.0082604715012142,0.0082604715012142
self_x_drive,0.0,0.0075271771132563,-0.0019606886090567,0.0075271771132563
biomotion_x_slow,-0.0059760981270377,0.0073590045310974,0.0,0.0073590045310974
biomotion_x_caused,0.0,-0.0068059813876006,0.0,0.0068059813876006
touch_x_short,0.0,-0.006705641028192,0.0,0.006705641028192
slow_x_body,0.0,0.0,-0.0066251756067566,0.0066251756067566
path_x_near,0.0,-0.0064889967799228,0.0,0.0064889967799228
body_x_cognition,0.0,0.0,-0.0061687330139301,0.0061687330139301
biomotion_x_toward,0.0,-0.0058902063133249,0.0,0.0058902063133249
upperlimb_x_arousal,0.0,0.0054785057521993,-0.005800024935319,0.005800024935319
texture,0.0,0.0,0.0049575463321104,0.0049575463321104
vision_x_weight,0.0048481418761505,0.0,0.0,0.0048481418761505
short_x_arousal,0.0,0.0,0.0042513592311063,0.0042513592311063
body_x_toward,0.0023483151106184,-0.00410421294375,0.0,0.00410421294375
practice_x_drive,0.0,-0.0039992891905854,0.0,0.0039992891905854
upperlimb_x_practice,0.0,0.0037954387403457,0.0,0.0037954387403457
biomotion_x_consequential,0.0,-0.0030118893046828,0.0022476505453071,0.0030118893046828
fast_x_consequential,0.0,0.0,-0.0029606449528593,0.0029606449528593
biomotion_x_long,-0.0026923710663521,0.0,0.0,0.0026923710663521
fast_x_drive,0.0,0.0,-0.0023689098135818,0.0023689098135818
pain_x_self,0.0,0.001774012596949,0.0,0.001774012596949
complexity_x_short,0.0,0.0,0.0014680378766697,0.0014680378766697
body_x_drive,0.0,0.0008159344419484,0.0,0.0008159344419484
upperlimb_x_landmark,-0.0006455268115014,0.0,0.0,0.0006455268115014
shape,0.0005822861615759,0.0,0.0,0.0005822861615759
