model,class,feature,coefficient,abs_coefficient
elastic_net,Action,pattern_x_human,0.15612079831459644,0.15612079831459644
elastic_net,Action,landmark_x_toward,0.15378712538803696,0.15378712538803696
elastic_net,Action,slow_x_short,0.14972232016949436,0.14972232016949436
elastic_net,Action,upperlimb_x_duration,-0.14817923509124722,0.14817923509124722
elastic_net,Action,vision_sq,-0.14816795796721577,0.14816795796721577
elastic_net,Action,biomotion_x_landmark,0.13675089367368687,0.13675089367368687
elastic_net,Action,vision_x_benefit,-0.11642712667306233,0.11642712667306233
elastic_net,Action,body_x_time,-0.11418416217625939,0.11418416217625939
elastic_net,Action,path_x_caused,0.10282277314995869,0.10282277314995869
elastic_net,Action,complexity_x_cognition,-0.1025003842600433,0.1025003842600433
elastic_net,Action,path_x_short,0.1007272693693506,0.1007272693693506
elastic_net,Action,fast_x_landmark,0.09952916235042455,0.09952916235042455
elastic_net,Action,slow_x_practice,0.09298210252927172,0.09298210252927172
elastic_net,Action,face_x_self,-0.09290349577169077,0.09290349577169077
